arabic_name,english_name,source,original_arabic,original_english,arabic_normalized,english_cleaned,arabic_length,english_length
ذي الجنان,Dhi al-Jinan,split,بني مليك - ذي الجنان,Bani Malik - Dhi al-Jinan,ذي الجنان,Dhi al-Jinan,9,12
الحجره,Al-Hajra,split,الغيل - الحجره,Al-Ghayl - Al-Hajra,الحجره,Al-Hajra,6,8
حسي سالم,Hassi Salem,split,حسي سالم - الهامد,Hassi Salem - Al-Hamid,حسي سالم,Hassi Salem,8,11
حصب الهيكل,Hasab al-Haykal,split,جحزر - حصب الهيكل,Jahzar - Hasab al-Haykal,حصب الهيكل,Hasab al-Haykal,10,15
القطنه,Al-Qatna,split,القطنه - الحرزه,Al-Qatna - Al-Harza,القطنه,Al-Qatna,6,8
حصيب القوبه,Hasib Al-Qubbah,split,حصيب القوبه - الشعوب,Hasib Al-Qubbah - Al-Shueub,حصيب القوبه,Hasib Al-Qubbah,11,15
السقايه,al-Saqaya,split,جبل الحكيمه - السقايه,Jabal al-Hakimah - al-Saqaya,السقايه,al-Saqaya,7,9
المحور,Al-Mahwar,split,الحرثه - المحور,Al-Harthah - Al-Mahwar,المحور,Al-Mahwar,6,9
الحياجي,Al-Hayaji,split,الحياجي - المعطاب الاعلى,Al-Hayaji - Al-Ma'tab Al-A'la,الحياجي,Al-Hayaji,7,9
المقصاب,Al-Maqsab,split,العقمه - المقصاب,Al-Aqmah - Al-Maqsab,المقصاب,Al-Maqsab,7,9
ذاخشه,Dhakhshah,split,الصنمه - ذاخشه,Al-Sunmah - Dhakhshah,ذاخشه,Dhakhshah,5,9
القشش,Al-Qashsh,split,الصنمه - القشش,Al-Sanmah - Al-Qashsh,القشش,Al-Qashsh,5,9
الغيل,Al-Ghayl,split,الغيل - الحثن,Al-Ghayl - Al-Hathn,الغيل,Al-Ghayl,5,8
جسر رسيان,Rasian Bridge,split,جسر رسيان - الودن,Rasian Bridge - Al-Wadan,جسر رسيان,Rasian Bridge,9,13
المخاء,Al-Mukha,split,المخاء - المغيني,Al-Mukha - Al-Mughini,المخاء,Al-Mukha,6,8
جحزر,Jahzar,split,جحزر - الشوكة,Jahzar - al-Shawkah,جحزر,Jahzar,4,6
المعطاب الاسفل,Al-Ma'tab Al-Asfal,split,النشيفه - المعطاب الاسفل,An-Nashifa - Al-Ma'tab Al-Asfal,المعطاب الاسفل,Al-Ma'tab Al-Asfal,14,18
يعاقبه,Yaaqaba,split,يعاقبه - الشجين,Yaaqaba - Al-Shajin,يعاقبه,Yaaqaba,6,7
المقاطره,Al-Muqatira,split,الوحيز - المقاطره,Al-Wahiz - Al-Muqatira,المقاطره,Al-Muqatira,8,11
دار عوض زيد,Dar Awad Zaid,split,الزغبري - دار عوض زيد,Al-Zaghbari - Dar Awad Zaid,دار عوض زيد,Dar Awad Zaid,11,13
وادي الشط,Wadi al-Shatt,split,وادي الشط - هوب الرباط,Wadi al-Shatt - Hub al-Rabat,وادي الشط,Wadi al-Shatt,9,13
موزع,Mawza',split,موزع - السيد حسين,Mawza' - Al-Sayyid Husayn,موزع,Mawza',4,6
العارضه,Al-Ardah,split,العارضه - المناخ,Al-Ardah - Al-Manakh,العارضه,Al-Ardah,7,8
قرفص,Qarfas,split,غيل الحاضنه - قرفص,Ghayl Al-Hadina - Qarfas,قرفص,Qarfas,4,6
الشوكة,al-Shawkah,split,جحزر - الشوكة,Jahzar - al-Shawkah,الشوكة,al-Shawkah,6,10
السماسم,Al-Samasim,split,الكديحة - السماسم,Al-Kadihah - Al-Samasim,السماسم,Al-Samasim,7,10
عوده,Awda,split,العشيرة - عوده,Al-Ashira - Awda,عوده,Awda,4,4
الكويحه,Al-Kuwayhah,split,الكويحه - الحماريه,Al-Kuwayhah - Al-Hamariya,الكويحه,Al-Kuwayhah,7,11
النوازل,Al-Nawazil,split,النوازل - الزريبه,Al-Nawazil - Al-Zariba,النوازل,Al-Nawazil,7,10
الردف,Al-Radf,split,الردف - شعب الحشور,Al-Radf - Sha'ab Al-Hashur,الردف,Al-Radf,5,7
البراح,Al-Barah,split,جعاشي - البراح,Ja'ashi - Al-Barah,البراح,Al-Barah,6,8
المعرض,Al-Ma'rad,split,بني دريغم - المعرض,Bani Drigham - Al-Ma'rad,المعرض,Al-Ma'rad,6,9
الطوير,Al-Tuwair,split,الطوير - الخسعه,Al-Tuwair - Al-Khasa'a,الطوير,Al-Tuwair,6,9
الزغبري,Al-Zaghbari,split,الزغبري - الجرائب,Al-Zaghbari - Al-Jara'ib,الزغبري,Al-Zaghbari,7,11
المحطه البخارية,Steam Station,split,الزهيرة - المحطه البخارية,Al-Zuhaira - Steam Station,المحطه البخارية,Steam Station,15,13
البطحه,Al-Bat'hah,split,الشقيراء - البطحه,Al-Shuqayra - Al-Bat'hah,البطحه,Al-Bat'hah,6,10
الموسنه,Al-Musinah,split,الموسنه - دارعلوان,Al-Musinah - Dar 'Alwan,الموسنه,Al-Musinah,7,10
جبل الحكيمه,Jabal Al-Hakimah,split,جبل الحكيمه - حديجه,Jabal Al-Hakimah - Hadijah,جبل الحكيمه,Jabal Al-Hakimah,11,16
يفرس,Yafrus,split,يفرس - الجميمة,Yafrus - Al-Jamimah,يفرس,Yafrus,4,6
الصفا,Al-Safa,split,بني حجاج - الصفا,Bani Hajjaj - Al-Safa,الصفا,Al-Safa,5,7
العتاة,Al-'Ata,split,المعامرة - العتاة,Al-Ma'amara - Al-'Ata,العتاة,Al-'Ata,6,7
بني عامر,Bani Amer,split,بني عامر - الجبات,Bani Amer - al-Jubbat,بني عامر,Bani Amer,8,9
وادي المعقم,Wadi Al-Mu'aqam,split,وادي المعقم - العارضه,Wadi Al-Mu'aqam - Al-'Ardah,وادي المعقم,Wadi Al-Mu'aqam,11,15
شعبو,Sha'bu,split,شعبو - العجند,Sha'bu - Al-'Ajand,شعبو,Sha'bu,4,6
بني مليك,Bani Malik,split,بني مليك - بيت الحرازي,Bani Malik - Bayt al-Harazi,بني مليك,Bani Malik,8,10
دار الراعي,Dar Al-Ra'i,split,الازيود - دار الراعي,Al-Azyoud - Dar Al-Ra'i,دار الراعي,Dar Al-Ra'i,10,11
جبل الحكيمه,Jabal al-Hakimah,split,جبل الحكيمه - الحنايه,Jabal al-Hakimah - al-Hanaya,جبل الحكيمه,Jabal al-Hakimah,11,16
الحفيره,Al-Hafira,split,الغيل - الحفيره,Al-Ghayl - Al-Hafira,الحفيره,Al-Hafira,7,9
حصب اسود,Hasab Aswad,split,الشقيراء - حصب اسود,Al-Shaqira' - Hasab Aswad,حصب اسود,Hasab Aswad,8,11
السفالية,Al-Safaliyah,split,السفالية - ال حميدان,Al-Safaliyah - Al-Humaidan,السفالية,Al-Safaliyah,8,12
القطين,AL-Qateen,split,القطين - القبع,AL-Qateen - Al-Qaba,القطين,AL-Qateen,6,9
المزق,Al-Muzq,split,حنه العليا - المزق,Hanna Al-Ulya - Al-Muzq,المزق,Al-Muzq,5,7
الميدان,Al-Midan,split,الميدان - نجد الميدان,Al-Midan - Najd Al-Midan,الميدان,Al-Midan,7,8
البليلي,Al-Balili,original,,,البليلي,Al-Balili,7,9
العقيده العليا,Al-'Aqidah Al-'Ulya,split,الشقيراء - العقيده العليا,Al-Shuqayra - Al-'Aqidah Al-'Ulya,العقيده العليا,Al-'Aqidah Al-'Ulya,14,19
المعصرة,Al-Ma'sara,split,المعصرة - المحكمة,Al-Ma'sara - Al-Mahkama,المعصرة,Al-Ma'sara,7,10
الروحه,Al-Rawha,split,الشقيراء - الروحه,Al-Shuqayra - Al-Rawha,الروحه,Al-Rawha,6,8
القنزيه,Al-Qanziyah,split,حسي سالم - القنزيه,Hassi Salem - Al-Qanziyah,القنزيه,Al-Qanziyah,7,11
المقيصع,Al-Muqaysi',split,المقيصع - الفريخه,Al-Muqaysi' - Al-Farikha,المقيصع,Al-Muqaysi',7,11
الحفيظه,Al-Hafizah,split,المقيصع - الحفيظه,Al-Muqaysi' - Al-Hafizah,الحفيظه,Al-Hafizah,7,10
جزيرة الزيادي,Jazirat Al-Ziyadi,original,,,جزيرة الزيادي,Jazirat Al-Ziyadi,13,17
دار العنبى,Dar Al-'Anabi,split,الموسنه - دار العنبى,Al-Musinah - Dar Al-'Anabi,دار العنبى,Dar Al-'Anabi,10,13
صفاءالحبيل,Safaa Al-Habil,split,بني عامر - صفاءالحبيل,Bani Amer - Safaa Al-Habil,صفاءالحبيل,Safaa Al-Habil,10,14
البهيشة,Al-Bahisha,split,المقيصع - البهيشة,Al-Muqaysi' - Al-Bahisha,البهيشة,Al-Bahisha,7,10
وادي بكير,Wadi Bakir,split,وادي بكير - العنذقي,Wadi Bakir - Al-Andhaqi,وادي بكير,Wadi Bakir,9,10
الكويحه,Al-Kuwayhah,split,الكويحه - القشيبه,Al-Kuwayhah - Al-Qashibah,الكويحه,Al-Kuwayhah,7,11
العكده,Al-Akda,split,يعاقبه - العكده,Yaaqaba - Al-Akda,العكده,Al-Akda,6,7
الصـويره - الهوب,Al-Sawerah-Al-Hwb,original,,,الصويره - الهوب,Al-Sawerah-Al-Hwb,15,17
بيت الحرازي,Bayt al-Harazi,split,بني مليك - بيت الحرازي,Bani Malik - Bayt al-Harazi,بيت الحرازي,Bayt al-Harazi,11,14
الشقيراء,Al-Shaqira',split,الشقيراء - الكعوب الاعلى,Al-Shaqira' - Al-Ka'ub Al-A'la,الشقيراء,Al-Shaqira',8,11
نوبة المخشب,Nawbat Al-Mukhshab,split,حصيب القوبه - نوبة المخشب,Hasib Al-Qubbah - Nawbat Al-Mukhshab,نوبة المخشب,Nawbat Al-Mukhshab,11,18
الغول,Al-Ghul,split,يفرس - الغول,Yafrus - Al-Ghul,الغول,Al-Ghul,5,7
السند,al-Sind,split,بني عامر - السند,Bani Amer - al-Sind,السند,al-Sind,5,7
القحيزه,al-Qahizah,split,القحيزه - حوجله,al-Qahizah - Hawjalah,القحيزه,al-Qahizah,7,10
الماقبه,Al-Maqbah,split,الضيجه - الماقبه,Ad-Dhayjah - Al-Maqbah,الماقبه,Al-Maqbah,7,9
بني دريغم,Bani Durayghim,split,بني دريغم - البورحه,Bani Durayghim - Al-Buraha,بني دريغم,Bani Durayghim,9,14
عزان,'Azan,split,الصنمه - عزان,Al-Sunmah - 'Azan,عزان,'Azan,4,5
المخاء,Al-Mukha,split,المخاء - السويس,Al-Mukha - Al-Suways,المخاء,Al-Mukha,6,8
ضورين,Dhurin,split,الحيمه - ضورين,Al-Haymah - Dhurin,ضورين,Dhurin,5,6
الحصيب,Al-Hasib,original,,,الحصيب,Al-Hasib,6,8
بني دريغم,Bani Drigham,split,بني دريغم - القشب,Bani Drigham - Al-Qashb,بني دريغم,Bani Drigham,9,12
الرونه,Al-Rawna,split,قناهو بن علي - الرونه,Qanahu Bin Ali - Al-Rawna,الرونه,Al-Rawna,6,8
المحالب,Al-Mahalib,split,المزانده - المحالب,Al-Mazanda - Al-Mahalib,المحالب,Al-Mahalib,7,10
الدوش,Al-Doush,split,الدوش - الحوص,Al-Doush - Al-Hawas,الدوش,Al-Doush,5,8
وادي المعقم,Wadi Al-Mu'aqam,split,وادي المعقم - الشرجين,Wadi Al-Mu'aqam - Al-Sharjayn,وادي المعقم,Wadi Al-Mu'aqam,11,15
الشاذلي,Al-Shadhili,split,المخاء - الشاذلي,Al-Mukha - Al-Shadhili,الشاذلي,Al-Shadhili,7,11
العكده,Al-Akdah,split,مقدم راس - العكده,Muqaddam Ras - Al-Akdah,العكده,Al-Akdah,6,8
الحقل,Al-Haqal,split,الحقل - الواد,Al-Haqal - Al-Wad,الحقل,Al-Haqal,5,8
الصنمه,Al-Sunmah,split,الصنمه - النحر,Al-Sunmah - Al-Nahr,الصنمه,Al-Sunmah,6,9
البليلي,Al-Balili,split,البليلي - النقيرة,Al-Balili - Al-Nuqayra,البليلي,Al-Balili,7,9
السيال,Al-Sayyal,split,الحياجي - السيال,Al-Hayaji - Al-Sayyal,السيال,Al-Sayyal,6,9
جحزر,Jahzar,split,جحزر - الجدبة,Jahzar - al-Jadbah,جحزر,Jahzar,4,6
الشعيب,Al-Shuaib,split,الشعيب - المشراح,Al-Shuaib - Al-Mashrah,الشعيب,Al-Shuaib,6,9
الحبوه,Al-Habwa,split,حنه العليا - الحبوه,Hanna Al-Ulya - Al-Habwa,الحبوه,Al-Habwa,6,8
الكحيلة,Al-Kahilah,split,الرواع - الكحيلة,Ar-Rawa' - Al-Kahilah,الكحيلة,Al-Kahilah,7,10
الاتيمه,Al-Atima,split,الاتيمه - العرمه,Al-Atima - Al-Armah,الاتيمه,Al-Atima,7,8
الركز,al-Rukz,split,الركز - الزرائب,al-Rukz - al-Zara'ib,الركز,al-Rukz,5,7
الملاقي,Al-Mulaqi,split,العقمه - الملاقي,Al-Aqmah - Al-Mulaqi,الملاقي,Al-Mulaqi,7,9
الغرافي,Al-Gharrafi,split,الغرافي - الجدير,Al-Gharrafi - Al-Jadir,الغرافي,Al-Gharrafi,7,11
هجــم,Hajam,split,وادي الاحمر - هجــم,Wadi Al-Ahmar - Hajam,هجم,Hajam,3,5
حارك النوبة,Harik Al-Nawbah,split,الصنمه - حارك النوبة,Al-Sanmah - Harik Al-Nawbah,حارك النوبة,Harik Al-Nawbah,11,15
السوق,Al-Souq,split,موزع - السوق,Mawza' - Al-Souq,السوق,Al-Souq,5,7
القطنه,Al-Qatna,split,القطنه - الدار,Al-Qatna - Al-Dar,القطنه,Al-Qatna,6,8
الدوش,Al-Doush,split,الدوش - القديمة,Al-Doush - Al-Qadima,الدوش,Al-Doush,5,8
المقيصع,Al-Muqaysi',split,المقيصع - الحجاريه,Al-Muqaysi' - Al-Hajariya,المقيصع,Al-Muqaysi',7,11
شعب شقير,Sha'ab Shuqayr,split,الكويحه - شعب شقير,Al-Kuwayhah - Sha'ab Shuqayr,شعب شقير,Sha'ab Shuqayr,8,14
حاضيه,Hadhiyah,split,حاضيه - ثواب,Hadhiyah - Thawab,حاضيه,Hadhiyah,5,8
شجيره,Shujayrah,split,موزع - شجيره,Mawza' - Shujayrah,شجيره,Shujayrah,5,9
المره السفلى,Al-Murra Al-Sufla,split,الوحيز - المره السفلى,Al-Wahiz - Al-Murra Al-Sufla,المره السفلى,Al-Murra Al-Sufla,12,17
الهشام,Al-Hasham,split,الرجحه - الهشام,Al-Rajha - Al-Hasham,الهشام,Al-Hasham,6,9
المنتصر,Al-Muntasir,split,الصنمه - المنتصر,Al-Sanmah - Al-Muntasir,المنتصر,Al-Muntasir,7,11
الهدد,Al-Haddad,split,الطوير - الهدد,Al-Tuwair - Al-Haddad,الهدد,Al-Haddad,5,9
الزبيرة,Al-Zubayra,split,المعامرة - الزبيرة,Al-Ma'amara - Al-Zubayra,الزبيرة,Al-Zubayra,7,10
مقدم راس,Muqaddam Ras,split,مقدم راس - الدعامه,Muqaddam Ras - Al-Da'amah,مقدم راس,Muqaddam Ras,8,12
وادى علي,Wadi Ali,split,الكدمه - وادى علي,Al-Kadmah - Wadi Ali,وادى علي,Wadi Ali,8,8
العرمه,Al-Armah,split,الاتيمه - العرمه,Al-Atima - Al-Armah,العرمه,Al-Armah,6,8
الجويح,al-Juwayh,split,الجبيه - الجويح,al-Jubayyah - al-Juwayh,الجويح,al-Juwayh,6,9
الشقيراء,Al-Shaqira',split,الشقيراء - الخنيف,Al-Shaqira' - Al-Khanif,الشقيراء,Al-Shaqira',8,11
السويهره,Al Suwayhira,split,السويهره - الروينه,Al Suwayhira - Al Ruwayna,السويهره,Al Suwayhira,8,12
الضاحة,Al-Dahha,split,جحزر - الضاحة,Jahzar - Al-Dahha,الضاحة,Al-Dahha,6,8
الركز,al-Rukz,original,,,الركز,al-Rukz,5,7
العارضه,Al-'Arida,split,العارضه - المشرفه,Al-'Arida - Al-Mushrifa,العارضه,Al-'Arida,7,9
الحصينه,Al-Husaynah,split,الشبارة - الحصينه,Al-Shabarah - Al-Husaynah,الحصينه,Al-Husaynah,7,11
الرقاعية,Al-Ruqa'iya,split,جعاشي - الرقاعية,Ja'ashi - Al-Ruqa'iya,الرقاعية,Al-Ruqa'iya,8,11
وادي البير,Wadi Al-Bir,split,وادي البير - تتر اسفل,Wadi Al-Bir - Tatar Asfal,وادي البير,Wadi Al-Bir,10,11
بني حجاج,Bani Hajjaj,split,بني حجاج - الشقه,Bani Hajjaj - Al-Shaqqah,بني حجاج,Bani Hajjaj,8,11
الجريبه,Al-Juraybah,split,الحد - الجريبه,Al-Had - Al-Juraybah,الجريبه,Al-Juraybah,7,11
الشعوب,Al-Shueub,split,حصيب القوبه - الشعوب,Hasib Al-Qubbah - Al-Shueub,الشعوب,Al-Shueub,6,9
حسي سالم,Hassi Salem,split,حسي سالم - الشبابية,Hassi Salem - Al-Shababiyah,حسي سالم,Hassi Salem,8,11
حصيب المهوق,Hasib Al-Mahouq,original,,,حصيب المهوق,Hasib Al-Mahouq,11,15
شعب الصناع,Sha'b al-Sina',split,الركز - شعب الصناع,al-Rukz - Sha'b al-Sina',شعب الصناع,Sha'b al-Sina',10,14
واحجه,Wahja,split,واحجه - حدبة الغريب,Wahja - Hadbat Al-Gharib,واحجه,Wahja,5,5
يفرس,Yafrus,split,يفرس - الحافة العليا,Yafrus - Al-Hafah Al-Ulya,يفرس,Yafrus,4,6
الحد,Al-Had,split,الحد - الحجير,Al-Had - Al-Hujayr,الحد,Al-Had,4,6
العواس,Al-Awas,split,الكدحه - العواس,Al-Kadha - Al-Awas,العواس,Al-Awas,6,7
العفه,Al-Afa,split,مقبنه - العفه,Maqbanah - Al-Afa,العفه,Al-Afa,5,6
الجبال,Al-Jibal,split,الجبال - الصرادح,Al-Jibal - Al-Saradih,الجبال,Al-Jibal,6,8
الطور,Al-Tur,split,الشبارة - الطور,Al-Shabarah - Al-Tur,الطور,Al-Tur,5,6
الهاملي,Al-Hamli,split,الهاملي - السوهره,Al-Hamli - Al-Suwahrah,الهاملي,Al-Hamli,7,8
شعبه هاربه,Sha'bat Harbah,split,بني حجاج - شعبه هاربه,Bani Hajjaj - Sha'bat Harbah,شعبه هاربه,Sha'bat Harbah,10,14
الجوارف,Al-Jawarif,split,بير الدلو - الجوارف,Bir Al-Dalu - Al-Jawarif,الجوارف,Al-Jawarif,7,10
الموسنه,Al-Musinah,split,الموسنه - دارالكدف,Al-Musinah - Dar Al-Kadif,الموسنه,Al-Musinah,7,10
المقلب,Al-Maqlab,split,المقلب - الذنبه,Al-Maqlab - Al-Dhanbah,المقلب,Al-Maqlab,6,9
بني دريغم,Bani Drigham,split,بني دريغم - الضاربة,Bani Drigham - Al-Dhariba,بني دريغم,Bani Drigham,9,12
الزريره,Al-Zarirah,original,,,الزريره,Al-Zarirah,7,10
القرية السفلى,Al-Qarya Al-Sufla,split,العارضه - القرية السفلى,Al-'Arida - Al-Qarya Al-Sufla,القرية السفلى,Al-Qarya Al-Sufla,13,17
الحجيره,Al-Hujayrah,split,الحجيره - المحكمه,Al-Hujayrah - Al-Mahkama,الحجيره,Al-Hujayrah,7,11
ذي النيت,Dhi al-Nit,split,نمره - ذي النيت,Nimrah - Dhi al-Nit,ذي النيت,Dhi al-Nit,8,10
الصنمه,Al-Sunmah,split,الصنمه - النخيله,Al-Sunmah - Al-Nakhilah,الصنمه,Al-Sunmah,6,9
الدوش,Al-Doush,split,الدوش - الحقافر,Al-Doush - Al-Haqafir,الدوش,Al-Doush,5,8
المغربه العليا,al-Maghriba al-'Ulya,split,الركز - المغربه العليا,al-Rukz - al-Maghriba al-'Ulya,المغربه العليا,al-Maghriba al-'Ulya,14,20
المقلب,Al-Maqlab,split,المقلب - الفنخه,Al-Maqlab - Al-Fankhah,المقلب,Al-Maqlab,6,9
يفرس,Yafrus,split,يفرس - الدقادق,Yafrus - Al-Daqadiq,يفرس,Yafrus,4,6
بني عامر,Bani Amer,split,بني عامر - مهلومين,Bani Amer - Mahlumin,بني عامر,Bani Amer,8,9
حصب المقطار,Hasab Al-Muqtar,split,شعبو - حصب المقطار,Sha'bu - Hasab Al-Muqtar,حصب المقطار,Hasab Al-Muqtar,11,15
الطوير,Al-Tuwair,split,الطوير - الدرج الاعلى,Al-Tuwair - Al-Daraj Al-A'la,الطوير,Al-Tuwair,6,9
الرويه العليا,Al-Ruwayya Al-Ulya,split,حنه العليا - الرويه العليا,Hannah Al-Ulya - Al-Ruwayya Al-Ulya,الرويه العليا,Al-Ruwayya Al-Ulya,13,18
الشبيقات,Al-Shabiqat,split,الغرافي - الشبيقات,Al-Gharrafi - Al-Shabiqat,الشبيقات,Al-Shabiqat,8,11
العبدل,Al-Abdal,split,بني عامر - العبدل,Bani Amer - Al-Abdal,العبدل,Al-Abdal,6,8
الضيجه,Al-Dhayjah,split,الضيجه - النويدره,Al-Dhayjah - Al-Nuwaidrah,الضيجه,Al-Dhayjah,6,10
القحفــه,Al-Qahfa,split,احوال كريف - القحفــه,Ahwal Krif - Al-Qahfa,القحفه,Al-Qahfa,6,8
الساحلي,Al-Sahili,split,المعامرة - الساحلي,Al-Ma'amrah - Al-Sahili,الساحلي,Al-Sahili,7,9
شعب عواض,Sha'b 'Awadh,split,بني مليك - شعب عواض,Bani Malik - Sha'b 'Awadh,شعب عواض,Sha'b 'Awadh,8,12
السفيدة,Al-Safida,split,الكدحه - السفيدة,Al-Kadha - Al-Safida,السفيدة,Al-Safida,7,9
الجامع,Al-Jami',split,موزع - الجامع,Mawza' - Al-Jami',الجامع,Al-Jami',6,8
ذي البرع - قحفة سميع,Thee Al-Bara-Qahfat Samee',original,,,ذي البرع - قحفة سميع,Thee Al-Bara-Qahfat Samee',20,26
القحيزه,Al-Qahizah,split,القحيزه - الجبه,Al-Qahizah - Al-Jabhah,القحيزه,Al-Qahizah,7,10
وادي الاحمر,Wadi Al-Ahmar,split,وادي الاحمر - شعب دعام,Wadi Al-Ahmar - Sha'b Da'am,وادي الاحمر,Wadi Al-Ahmar,11,13
النوازل,Al-Nawazil,split,النوازل - الصلعـي,Al-Nawazil - Al-Sal'i,النوازل,Al-Nawazil,7,10
بني حجاج,Bani Hajjaj,split,بني حجاج - الكام,Bani Hajjaj - Al-Kam,بني حجاج,Bani Hajjaj,8,11
الكديحة,Al-Kadihah,split,الكديحة - السماسم,Al-Kadihah - Al-Samasim,الكديحة,Al-Kadihah,7,10
